sample_id,P_2,Q_2,P_3,Q_3,P_4,Q_4,P_5,Q_5,P_6,Q_6,P_7,Q_7,P_8,Q_8,P_9,Q_9,P_10,Q_10,P_11,Q_11,P_12,Q_12,P_13,Q_13,P_14,Q_14,P_15,Q_15,P_16,Q_16,P_17,Q_17,P_18,Q_18,P_19,Q_19,P_20,Q_20,P_21,Q_21,P_22,Q_22,P_23,Q_23,P_24,Q_24,P_25,Q_25,P_26,Q_26,P_27,Q_27,P_28,Q_28,P_29,Q_29,P_30,Q_30,P_31,Q_31,P_32,Q_32,P_33,Q_33
10,86.35396321586845,51.81237792952107,83.5716050449024,37.142935575512176,111.75863269434112,74.50575512956074,54.307162207177505,27.153581103588742,63.75628608939656,21.25209536313219,168.45626419977998,84.22813209988999,196.03752409702028,98.01876204851014,64.87528487756154,21.625094959187187,63.13936230630548,21.046454102101833,43.84280575513402,29.228537170089346,67.84791755883869,39.577951909322564,55.67115253486577,32.47483897867169,116.9913116936651,77.99420779577673,59.852444014632034,9.975407335772001,67.14328109699811,22.381093698999376,65.99242172622147,21.997473908740496,85.94648178549625,38.19843634910944,94.47841725339924,41.99040766817744,106.4288513921372,47.30171172983876,74.9576309570149,33.31450264756218,92.29893164186672,41.0217473963852,95.25470031697317,52.919277953873994,259.34813230027044,123.49911061917636,376.61963665656367,179.34268412217313,69.74668364395323,29.061118184980504,46.78351654182694,19.493131892427886,48.70023198634781,16.23341066211594,141.68153917842093,94.45435945228061,175.9971423058296,87.9985711529148,110.33808336957796,51.49110557246974,191.14685010434897,91.02230957349948,69.74504022378281,46.49669348252187
11,108.90253380798335,65.34152028479001,65.93130997777335,29.30280443456593,100.40818589067618,66.93879059378412,71.63008776106639,35.81504388053318,58.853072621982456,19.617690873994157,161.4581347932279,80.72906739661396,228.8886394022185,114.44431970110925,61.85693906821564,20.61897968940522,63.42437265586725,21.141457551955757,46.77769453713136,31.185129691420904,56.39552450878426,32.89738929679081,54.74568166275696,31.934980969941556,130.99099596882073,87.32733064588048,39.96430145334662,6.6607169088911,58.02306623998292,19.34102207999431,61.62508596392412,20.541695321308048,111.32426866988543,49.4774527421713,75.40393729240245,33.51286101884553,87.0843182719151,38.70414145418449,100.41107130484568,44.627142802153635,116.420307360334,51.74235882681511,95.44839540078945,53.02688633377193,471.7213537442728,224.62921606870125,459.76037829631423,218.93351347443527,69.5831045271899,28.99296021966245,61.02676364108794,25.42781818378663,48.212970222409034,16.07099007413635,125.21914038902517,83.47942692601677,209.85734731668984,104.92867365834492,138.04313867765424,64.42013138290535,291.80007076754885,138.9524146512137,47.436076511460456,31.624051007640304
12,96.09073882039063,57.654443292234376,81.03451359496088,36.01533937553817,156.79446528701078,104.52964352467384,71.41604346912962,35.708021734564795,55.306219916103515,18.435406638701178,214.72965619151972,107.36482809575986,174.6525056962569,87.32625284812845,62.19719517826783,20.73239839275595,56.93665466778074,18.978884889260254,44.121490061391015,29.414326707594007,40.88053857574283,23.846980835849983,51.07195247613949,29.79197227774803,107.43599989353922,71.62399992902614,57.42863220139455,9.57143870023242,59.47449569668518,19.824831898895066,49.60032775189045,16.533442583963488,93.90600887560267,41.736003944712294,82.68373278338355,36.74832568150379,85.64040516508271,38.062402295592314,106.25268370609544,47.22341498048686,88.01390296633764,39.11729020726117,68.14066167284892,37.85592315158274,468.4424208891783,223.06781947103724,464.35522560175554,221.1215360008359,59.42439494654492,24.760164561060375,53.73814897267494,22.390895405281217,60.56895259569337,20.18965086523113,107.5010320199751,71.66735467998339,181.38495133842682,90.69247566921341,176.0694702254309,82.1657527718678,160.4801307903567,76.41910990016983,69.75096272195731,46.5006418146382
13,85.41930225412679,51.25158135247607,95.87319695470669,42.610309757647414,125.75521173209673,83.83680782139781,53.62531734389927,26.812658671949624,64.23257138135826,21.410857127119424,214.44159184855164,107.22079592427582,218.53251799114582,109.26625899557291,70.78432214977991,23.594774049926645,67.03480237792098,22.344934125973666,50.76398070046788,33.84265380031192,50.55949473975029,29.493038598187667,54.224832743815554,31.631152433892403,112.94526771074314,75.29684514049542,52.925658854428875,8.820943142404808,50.06286630130728,16.687622100435764,66.2163926238429,22.07213087461431,83.81250994164442,37.25000441850863,78.67844349747203,34.96819710998757,82.40243586700463,36.62330482977983,72.97254943807341,32.432244194699294,88.81011075154123,39.47116033401832,85.84147730235797,47.689709612421105,330.83357598991995,157.539798090438,398.2807782825402,189.65751346787624,56.99114843499865,23.746311847916097,74.15853598842426,30.899389995176765,45.4566470526881,15.15221568422937,124.38511417620184,82.92340945080122,145.32034025116303,72.66017012558152,128.37532974587612,59.90848721474222,207.94980134131072,99.02371492443365,55.63198198945037,37.08798799296691
14,93.63699729073473,56.18219837444084,91.42055780658863,40.6313590251505,122.25256538016708,81.50171025344471,61.62070288056731,30.81035144028364,68.50372262712756,22.834574209042525,183.44259480970976,91.72129740485488,145.69114712583857,72.84557356291928,72.39910208116663,24.13303402705555,64.48846411931099,21.496154706437004,38.52404250213405,25.6826950014227,57.498253545489064,33.54064790153528,54.235153364701475,31.637172796075856,114.62160099550852,76.41440066367234,55.46863887912697,9.244773146521156,56.29365962012985,18.764553206709955,63.91084454663869,21.30361484887957,78.86018760302082,35.04897226800925,86.27041543131678,38.34240685836301,99.47107098730649,44.209364883247325,110.17422449989033,48.966321999951255,111.63947458421504,49.617544259651126,87.7337487584359,48.7409715324644,506.7451816162985,241.30722934109446,374.196875191191,178.18898818628136,52.62811348434757,21.928380618478148,54.28998435711995,22.620826815466636,60.12764818453243,20.04254939484415,123.8835421996752,82.5890281331168,172.04813995393457,86.02406997696728,161.38716264874512,75.3140092360811,277.29378712467826,132.04466053556104,51.3909306364598,34.26062042430653
15,91.69573541350432,55.01744124810259,97.26280118810108,43.227911639156034,121.45238227621715,80.96825485081143,52.7254094158435,26.36270470792174,86.90197586469071,28.967325288230246,223.01775791275512,111.50887895637756,196.13373344261618,98.06686672130809,51.02757733241849,17.0091924441395,69.45541929449327,23.15180643149776,49.00580580680763,32.67053720453842,54.79711304188327,31.964982607765236,76.98023850522347,44.90513912804702,132.01792440615372,88.01194960410248,59.81445960863651,9.969076601439413,61.53330905088463,20.51110301696155,62.25067203282422,20.750224010941412,79.48120959645242,35.32498204286774,79.35500565829118,35.26889140368497,98.12396898128877,43.610652880572786,108.39453575962887,48.175349226501716,87.63026523324154,38.94678454810735,107.66777980332878,59.81543322407156,485.217019599059,231.05572361859944,459.39063989037305,218.75744756684423,57.7285289715416,24.053553738142323,57.179287528603986,23.82470313691832,70.25565078411876,23.418550261372925,123.30110914959346,82.2007394330623,181.4630420371171,90.73152101855855,201.10228746547278,93.84773415055402,153.04946325228966,72.88069678680458,73.0485443636082,48.6990295757388
16,100.85915279632941,60.51549167779764,104.759326106116,46.55970049160711,105.84169587312957,70.56113058208638,56.41683061661129,28.208415308305632,56.85371388800066,18.95123796266689,230.8522239025219,115.42611195126095,153.732059521975,76.8660297609875,68.25076225995248,22.750254086650834,53.06782798492473,17.689275994974917,49.73885336365893,33.15923557577262,60.99609536924888,35.58105563206184,60.56202452888352,35.32784764184871,122.77678906727787,81.85119271151858,54.682544176933504,9.113757362822245,62.55138102106042,20.85046034035348,67.89778736952135,22.632595789840458,93.96270779802344,41.76120346578819,54.08502831638643,24.03779036283841,106.19373481869869,47.19721547497719,110.01012103632424,48.89338712725522,97.03904904394153,43.12846624175179,80.1115823804865,44.50643465582584,271.98011129779854,129.51433871323735,371.3081691038203,176.813413858962,52.00393426383107,21.668305943262936,71.34109470889905,29.725456128707926,52.25195654843844,17.417318849479486,109.54051279942544,73.02700853295029,198.21556188891083,99.10778094445541,190.4044496389494,88.85540983150977,228.07907631054485,108.60908395740228,46.35828621810546,30.90552414540364
17,100.9484528644859,60.56907171869154,78.90659475397084,35.069597668431484,131.49451300588245,87.6630086705883,58.11637111145204,29.058185555726006,69.39657776454777,23.132192588182598,180.22927976514114,90.11463988257057,166.2826958439559,83.14134792197795,70.86318345073938,23.62106115024647,54.22519807055964,18.075066023519884,43.48706687714865,28.991377918099097,64.55965879049701,37.65980096112325,61.39374650090841,35.813018792196566,105.42857216924007,70.28571477949338,64.80374856365945,10.800624760609903,57.30701219012415,19.102337396708055,55.522014014963936,18.507338004987982,70.22783697199688,31.212371987554167,92.69997886265242,41.19999060562329,111.42876849702827,49.52389710979034,123.43884377441711,54.86170834418538,92.5367794097102,41.127457515426755,73.5986867771557,40.88815932064207,448.9215507648841,213.77216703089712,481.41025292096236,229.24297758141057,52.38890495814518,21.828710399227152,47.72522705252704,19.88551127188626,59.02480626268938,19.674935420896468,131.92378152220437,87.94918768146957,202.00846110597857,101.00423055298928,178.30363786897888,83.20836433885687,300.58963114269125,143.1379195917577,57.48251081728698,38.32167387819132
18,113.70518667385322,68.22311200431193,115.83223024868677,51.48099122163856,144.6172515301981,96.41150102013206,71.21541258143094,35.607706290715456,59.10106525119816,19.700355083732724,180.59026520451758,90.29513260225879,174.02758908763013,87.01379454381507,45.09975292125734,15.033250973752452,56.27079478969661,18.75693159656554,43.69334391300876,29.12889594200584,67.13805160505642,39.1638634362829,57.29942768447947,33.42466614927969,125.27944973159816,83.51963315439878,58.53197201488565,9.755328669147604,62.593466362645394,20.86448878754847,50.04409056363187,16.681363521210628,93.36610822971835,41.49604810209704,74.79441733507316,33.24196326003251,92.28836298544728,41.017050215754345,104.53401020243035,46.459560089969045,82.17074091904763,36.5203292973545,92.35435221994662,51.30797345552591,578.1981336857509,275.33244461226224,327.0298794680025,155.7285140323821,58.32677232642937,24.302821802678896,62.30424592271347,25.96010246779727,70.08921924402631,23.363073081342108,104.61466241111114,69.74310827407409,187.73901617616121,93.86950808808061,173.9891163583117,81.19492096721217,210.71697340762097,100.34141590839091,69.54002058963145,46.360013726420966
19,108.2990152012317,64.97940912073902,63.15314033530435,28.068062371246377,90.1499520696344,60.09996804642293,71.12285897956859,35.56142948978428,77.25275463000702,25.750918210002347,217.70539430571415,108.85269715285708,220.8396460849513,110.41982304247566,69.82150340446492,23.27383446815498,55.56348146412352,18.52116048804118,50.574268752821695,33.7161791685478,63.12319775597864,36.821865357654204,68.80444735425614,40.13592762331608,93.70857563462742,62.47238375641828,71.29464606812758,11.88244101135459,63.02523870598396,21.00841290199466,60.22164904543997,20.073883015146663,87.55150895056877,38.91178175580834,104.85561127721977,46.60249390098656,117.67964946265829,52.302066427848125,96.88176686065987,43.05856304918216,76.46558666171507,33.98470518298447,100.5207708175129,55.844872676396065,520.7747463125553,247.98797443455007,415.0517448341656,197.6436880162693,52.410639240093296,21.837766350038866,51.12581451604106,21.3024227150171,41.62870883810884,13.876236279369618,106.89519369341241,71.26346246227493,163.29785556563394,81.64892778281697,187.10863137522003,87.31736130843606,212.3224556775388,101.10593127501845,81.905746905847,54.60383127056466
20,95.47304346560016,57.28382607936009,84.38340896847365,37.503737319321615,111.62799225560353,74.41866150373568,65.29665071761708,32.64832535880853,51.51603091071686,17.17201030357229,219.96415857493892,109.98207928746946,155.70947347167035,77.85473673583517,81.13131483901155,27.04377161300386,65.6055845218548,21.868528173951603,53.5798505719093,35.719900381272865,63.197786326836294,36.86537535732117,62.9372717105638,36.71340849782888,156.28662767500967,104.19108511667311,66.91177052189953,11.151961753649916,42.06029590628083,14.020098635426947,69.02059284174561,23.006864280581876,98.45641371249927,43.75840609444412,78.79870553612677,35.02164690494523,107.17596601920415,47.633762675201844,69.13129266916914,30.725018964075172,70.19164981128179,31.196288805014127,69.20961400704871,38.449785559471515,377.44574784915056,179.73607040435735,469.5961040326648,223.617192396507,50.677985527549296,21.115827303145533,51.01447144340584,21.25602976808576,60.100926187678084,20.033642062559366,123.39865395958024,82.26576930638683,184.73101364967317,92.36550682483659,155.8173227871743,72.71475063401472,236.09825872504896,112.42774225002329,54.25720737416463,36.17147158277642
21,106.11017001380665,63.666102008283985,65.78683397947935,29.2385928797686,119.14286748522525,79.42857832348349,49.926245157300606,24.963122578650292,46.52152162677227,15.50717387559076,203.8105427831681,101.90527139158405,195.84473320253696,97.92236660126848,58.6634932933401,19.554497764446708,70.94444499610367,23.648148332034562,47.52235217390117,31.681568115934112,52.013000543537686,30.340916983730313,56.19712357789783,32.781655420440394,110.25541393769035,73.50360929179357,57.35196624257999,9.558661040429993,62.689336313769175,20.896445437923063,62.98532947344852,20.995109824482846,93.5975007398808,41.598889217724796,106.06006715901431,47.13780762622858,104.78547147767561,46.57132065674472,75.58329144879558,33.59257397724248,81.39359178397275,36.17492968176567,86.22639917478233,47.903555097101304,421.75366229908497,200.8350772852785,338.0168857164663,160.9604217697458,55.01422730767535,22.92259471153139,69.22259610144565,28.84274837560234,65.5739454132491,21.857981804416376,120.56322721244368,80.37548480829578,199.83239475640553,99.91619737820277,152.29223826282816,71.06971118931985,160.69835559215397,76.52302647245425,44.96715955281046,29.978106368540303
22,111.93988916382492,67.16393349829495,83.02298883695714,36.89910614975873,123.32009152566165,82.21339435044109,42.39003728687796,21.19501864343897,52.1535445509494,17.38451485031647,207.95776923869929,103.97888461934964,174.46738780502457,87.23369390251229,50.94923210362878,16.983077367876266,68.97053626085545,22.99017875361849,41.735655537040266,27.82377035802684,57.286356376956796,33.41704121989146,71.55132615472218,41.7382735902546,127.19387023661562,84.79591349107707,71.40731392431348,11.901218987385574,69.3196881144107,23.106562704803572,60.62018267585331,20.206727558617775,91.31660471774605,40.585157652331574,84.27599049967927,37.45599577763523,60.89689632670891,27.06528725631507,102.44987900503781,45.53327955779458,93.14376177314979,41.39722745473324,84.35666430943421,46.86481350524124,456.8224487630601,217.53449941098094,336.96066783233806,160.4574608725419,58.28720502265596,24.286335426106643,58.58607111532641,24.41086296471933,61.17765915191214,20.392553050637385,119.00885076732241,79.3392338448816,240.9581991454465,120.47909957272326,150.1439446268791,70.06717415921028,181.97225949118496,86.65345690056424,45.26376402022242,30.17584268014828
23,101.02094140737232,60.61256484442339,91.59844109094084,40.71041826264037,145.30621316505034,96.87080877670022,76.23087542120736,38.115437710603665,57.34662578808529,19.11554192936177,173.29489108215412,86.64744554107706,214.36632547360603,107.18316273680301,57.8524051407873,19.284135046929105,67.44947116879887,22.483157056266293,50.40417595429068,33.60278396952712,48.8502193267333,28.495961273927755,55.10797048281693,32.14631611497654,122.97667507238049,81.98445004825365,62.92098440537353,10.486830734228915,53.644264076857056,17.881421358952355,57.589480065665754,19.19649335522192,88.73335707658566,39.437047589593625,102.30791187431512,45.47018305525116,101.45705805108949,45.092025800484215,107.98621167129289,47.99387185390795,104.19897215298151,46.310654290214,58.053947947818244,32.25219330434348,453.2091484726696,215.8138802250807,481.7541484922927,229.40673737728218,42.88702199675511,17.869592498647958,57.249040508975824,23.85376687873992,54.85690873430296,18.28563624476766,95.24039768029732,63.49359845353155,236.11942800383991,118.05971400191996,181.0304864444185,84.48089367406202,263.5247194617394,125.48796164844728,53.405410216946684,35.60360681129779
24,100.32990084771701,60.197940508630204,94.39391115020526,41.952849400091225,138.93344102684046,92.62229401789364,49.42254776617774,24.71127388308886,61.59245671132733,20.53081890377578,174.84648312610963,87.42324156305482,234.6153349772027,117.30766748860135,77.82227880091988,25.94075960030663,61.314756642135045,20.438252214045022,41.89216732999055,27.92811155332703,66.64064253830018,38.873708147341766,60.393283004407934,35.22941508590463,132.29420335662806,88.19613557108536,70.89884013141432,11.816473355235713,65.68296909187605,21.894323030625355,69.29526643437384,23.098422144791286,80.45430731490768,35.75746991773674,115.1723341769756,51.18770407865582,63.77252516863586,28.343344519393714,76.42824647938404,33.96810954639291,82.46685924124921,36.6519374405552,105.43311218830462,58.573951215724804,348.9834023171723,166.18257253198678,244.824576188156,116.58313151816948,56.4039066902731,23.50162778761378,69.64247172247883,29.017696551032834,48.55710453049589,16.185701510165302,133.59683631697874,89.06455754465249,187.2694698983055,93.63473494915274,148.68881213782635,69.38811233098568,207.65653336100678,98.8840635052413,63.57568565934983,42.38379043956655
25,69.39606189953079,41.63763713971847,96.49488539772875,42.88661573232389,116.04363233954884,77.36242155969921,41.86814465841669,20.934072329208334,63.932471680831306,21.31082389361044,200.04715281911922,100.02357640955961,174.24073549756514,87.12036774878257,65.61156419158061,21.870521397193542,74.4845443109771,24.828181436992374,41.85077973522639,27.90051982348426,63.729019681240594,37.17526148072368,67.65554352288223,39.465733721681296,118.03962616804897,78.69308411203264,44.27791945372477,7.379653242287458,54.59542287601593,18.198474292005315,55.43906491840822,18.47968830613608,86.39117830542682,38.39607924685636,65.77118409622224,29.231637376098774,61.28681538227541,27.238584614344624,62.28616090036561,27.68273817794027,113.93412249044493,50.63738777353108,112.7627447573557,62.645969309642076,329.3964122838869,156.85543442089846,433.88249838124176,206.61071351487698,68.77387996444116,28.65578331851714,60.163305317849435,25.068043882437255,70.84590386853006,23.615301289510025,100.76397108221887,67.17598072147925,165.6078674926378,82.8039337463189,189.39015265215048,88.38207123767027,184.87122450844396,88.03391643259233,47.49395915060911,31.662639433739404
